,address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.date,reviews.dateAdded,reviews.doRecommend,reviews.id,reviews.rating,reviews.text,reviews.title,reviews.userCity,reviews.username,reviews.userProvince
22397,Rua Desembargador Motta 2044 Batel,Hotels,Curitiba,US,-25.43675,-49.281459999999996,Mercure Curitiba Golden Hotel,,PR,2015-03-06T00:00:00Z,2016-10-31T23:59:33Z,,,5.0,"Hotel excelente, muito limpo e organizado, localizao perfeita (prximo a bares, restaurantes e shoppings). Quartos amplos, cama excelente, ducha muito boa e caf da manh muito bom com muitas variedades. Equipe bastante atenciosa e simptica.",Hotel excelente em localiza����o privilegiada,,Franck,
16285,102 Avenue Victor Hugo,Hotels,Irving,US,48.868567999999996,2.282725,Melia Paris Champs-elys��es,75016,TX,2015-03-11T00:00:00Z,2016-10-27T19:23:45Z,,,5.0,"El personal del hotel ha sido muy amable. La chambre estaba bien decorada, era muy amplia y acogedora. El desayuno extraordinario. Y lo mejor, para mi, es el edificio en si : antiguo, de madera,seorial y muy elegante.",Una estancia muy agradable.,,Araceli,
3176,2725 1st Ave,Hotels,Spearfish,US,44.480470000000004,-103.81389,Quality Inn Spearfish,57783,SD,2015-05-21T00:00:00Z,2016-10-26T02:37:31Z,,,4.0,Loved it. Really trwated us well as we were all snowed in up in spearfish,Clena and comfortable,,Vincent,
25404,4420 Cleburne Blvd,Hotels,Dublin,US,37.072559999999996,-80.69685,Hampton Inn Dublin,24084,VA,2016-01-10T00:00:00Z,2016-11-11T17:16:59Z,,,5.0,"Easy access from I-81. Very clean older building that has been very nicely maintained. Suite was spotless. Everything worked and there were tons of electrical sockets conveniently located. Plentiful access around desk. Checkin/out was smooth and friendly. Nearby (200 feet) Shoney's had a seafood/beef/chicken/veggie buffet....above average, clean restaurant with friendly service.",Transiting Southwest Virginia,Palm Beach,arnab33,FL
14763,95 Route 17k,Hotels,Newburgh,US,41.505388,-74.073291,Howard Johnson Inn - Newburgh,12550-5009,NY,2013-10-19T00:00:00Z,2017-04-17T01:54:07Z,,,2.0,Had toilet issues and staff didn't care when we brought it to their attention. The linens didn't smell clean.,Pleasure,,A Traveler,
8542,380 W 7200 S,Hotels,Midvale,US,40.62079,-111.90088899999999,Discovery Inn,84047,Cushing,2016-10-31T00:00:00Z,2017-04-19T21:22:32Z,,,5.0,Awesome,Discovery  is by far the best,Recife,A Traveler,UT
5158,480 King St,"Hotels,Hotel",Alexandria,US,38.80474,-77.04455,"The Alexandrian, Autograph Collection",22314,VA,2014-07-30T00:00:00Z,2017-04-20T01:34:00Z,,,5.0,My best stay in the past 20 travels (2 years). The room was really clean. It had a minibar full of items (I love munching on snacks   prices were really good)Parking was the only thing ($27/night) which I guess is normal for that area.,It was really good.,,A verified traveler,MO
312,1118 Government St,"Bed & Breakfasts,Hotels,Hotels & Motels,Lodging,Bed & Breakfast & Inns,Motels",Mobile,US,30.684177000000002,-88.062045,Berney Fly Bed and Breakfast,36604,AL,2010-08-31T00:00:00Z,2016-10-26T21:18:13Z,,,5.0,great swimming pool and sub-tropical gardens read more,Just Lovely,London,Steven Flaskerud,FL
12415,7380 Stage Road Hwy 64,Hotels,Memphis,US,35.20486,-89.8086,Suburban Extended Stay of Memphis Bartlett,38133,Mphs,2014-05-15T00:00:00Z,2016-11-16T04:19:34Z,,,4.0,"Had a good room. Clean. No one knocking on the door every morning. There was one thing that could use some tidying up the elevator. Other than than that, was really pleased that there was an elevator at all. Overall location was great. Would use this hotel again. Convenient to various establishments. Felt safe.",Good place,,Rich & Cynthia,
2255,1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,43.596927,-83.891054,Doubletree By Hilton Hotel Bay City - Riverfront,48708,MI,2010-05-29T00:00:00Z,2017-02-24T10:25:45Z,,,1.0,warm chocolate chip cookies at check-in. do i have to explain further?,gold member means nothing,Warsaw,Brian Burch,IN
33709,18 Bath St,Hotels,Santa Barbara,US,34.409581,-119.69338700000002,Casa Del Mar Inn Bandb,93101,CA,2015-11-10T00:00:00Z,2016-11-10T17:54:08Z,,,4.0,Only complaint is the limited parking available,Great place,,jorge,
34576,560 Peavine Rd,"Wedding Sites,Hotels,Hotels & Motels,Meeting Facilities",Crossville,US,35.96427,-84.98142,Holiday Inn Express & Suites Crossville,38571,TN,2014-11-14T00:00:00Z,2016-11-16T02:52:30Z,,,5.0,Great trip for a UT ballgame with the family!,Excellent,,Chris,
31089,5059 Highway 140,Hotels,Mariposa,US,37.486574,-119.967114,Monarch Inn,95338,CA,2016-10-04T00:00:00Z,2016-11-16T07:30:38Z,,,4.0,One of the best looking buildings on the hwy. Easy to find and a lot of parking. The owners were speaking a little loudly while the guests were in the office area. Didn't sound great,clean hotel shame about the rest,,A Traveler,
2725,2500 6th St,Hotels,Brookings,US,44.311409999999995,-96.76286,Days Inn Brookings,57006,SD,2015-04-17T00:00:00Z,2016-11-06T21:59:45Z,,,1.0,"I checked in and right away noticed the old and outdated furnishings and just room in general. The beds were hard as a rock, and there is mildew in the shower. The ceilings are crumbling and have cobwebs hanging from the edges. I tried to find a convenient outlet for my electronics, and instead found garbage behind the bed. There was a hole in the wall in the bathroom, and I was afraid the toilet was going to overflow when I flushed it. I can honestly say, this is probably the most disgusting hotel I've ever stayed at.",STAY AWAY from the Days Inn in Brookings!!,,Rebecca,
33559,3080 E Colby St,Hotels,Whitehall,US,43.408970000000004,-86.31742,Americas Best Value Inn,49461,MI,2015-08-09T00:00:00Z,2016-11-09T18:48:58Z,,,3.0,Hotel was gross and management didnt speak English so bad service no ice machine or fridges or microwaves carpet was disgusting beds look like they could of had bed bugs. Very upset that Hotel .com would promote them you should have this place checked out not up to standards.,Worst hotel I have ever stayed in!,,A Traveler,
6460,9800 Bonita Beach Rd,Hotels,Bonita Springs,US,26.331369,-81.787918,Comfort Inn,34135,FL,2015-04-17T00:00:00Z,2016-11-16T02:51:05Z,,,3.0,"Located in Bonita Springs and only a few miles from Bonita beach, this value hotel offers travelers a clean, reasonably priced hotel with an excellent free breakfast. We stayed here for a night prior to taking the fast cat to Key West ( 30 minute drive away). The hotel is only 3 miles from bonita beach ( a straight shot... More","Nice hotel for the money, clean, close to restaurants and the beach at 1/2 the price.",,CaptainBill1,
29783,23702 Rockfield Blvd,Hotels,Lake Forest,US,33.628221,-117.715975,Quality Inn and Suites Irvine Spectrum,92630,CA,2016-02-14T00:00:00Z,2016-11-16T04:00:39Z,,,2.0,Gave us a regular double queen instead of suite with king size bed. One of bed covers has 2 holes. Staff could have corrected room but to fix room would mean switching to room at back of building. Shower does not have a hand held and shower head not very good if trying to give shower to children. Nonetheless bed was comfy and breakfast decent.,Low Expectations,Goleta,A Traveler,CA
15749,Via Villa Rosato 20 22,Hotels,Palermo,US,38.160424,13.331845999999999,Hotel Casena Dei Colli,90146,PA,2013-09-03T00:00:00Z,2016-10-29T03:35:20Z,,,2.0,This is not really a hotel! Most of the rooms are in separate buildings from the reception area and access to the rooms is outdoors. The breakfast is OK but again the breakfast is located in a separate building which is not signposted at all. Although the hotel claims to have Wifi in the rooms there is none. Wifi is only available in the reception area. There is a bar but it is not staffed and ordering a drink is only possible if there is no function on in the adjoining wedding centre.,Comfortable hotel on outskirts of Palermo,,A Traveler,
15287,95 Route 17k,Hotels,Newburgh,US,41.505388,-74.073291,Howard Johnson Inn - Newburgh,12550-5009,NY,2015-10-02T00:00:00Z,2017-04-17T01:54:07Z,,,4.0,"I was late in looking for a hotel near my son's college for family weekend, so my search was narrowed down to about 8 hotels a half an hour away. I read the reviews and this seemed to receive the best comments. We found the hotel to be clean and fine for our purposes, which was basically somewhere to watch tv after dinner and go to sleep. The bathroom was somewhat outdated but clean. The front office staff was great- the first night we were greeted warmly by the young woman, and my checkout was handled efficiently by the gentleman at the desk the next morning. There were a number of restaurants and stores nearby for somewhere to walk around after dinner. We even decided that we would probably stay at this hotel the next time because we were able to save so much more money than if we had stayed at an overpriced motel closer to the college!",Very satisfactory for the price!,Pottstown,Nicky,PA
28979,355 Santana Row,"Hotels,Hotel, Bar, and Hotel Bar",San Jose,US,37.32098,-121.9479,Hotel Valencia Santana Row,95128,CA,2015-11-13T00:00:00Z,2016-11-17T15:13:00Z,,,4.0,Was great apart from the fire alarm in the middle of the night! False alarm at least... drunken revelers I guess,Nice apart from middle of night evacuation,Aptos,A Traveler,CA
9145,1776 Grant St,Hotels,Denver,US,39.744501,-104.98356799999999,Warwick Denver,80203,CO,2016-06-13T00:00:00Z,2016-08-03T20:37:59Z,,,3.0,"The main reason I booked this hotel over another one was the roof top pool. I wasn't informed until check in that it was under construction which was a big disappointment. The parking is expensive in additional to a hefty room price tag. The breakfast buffet was not good. The waffles and French toast were hard as a rock, as were the other bread items. The meats and potatoes were old and cold. For 50 for 2 ppl I would expect a better breakfast. the staff the was friendly and the bed was comfy. the balcony was nice.",Birthday Bash for Mom,,christine,
14051,1003 Tahoe Boulevard (sr 28),Hotels,Incline Village,US,39.244493,-119.93643700000001,Parkside Inn At Incline,89451,NV,2016-02-11T00:00:00Z,2016-11-10T07:50:58Z,,,1.0,"We were in room 109 which was literally above the pool, next to the breakfast room, and below the stopping people on the second floor, and thus it was constantly loud and impossible to sleep. The motel is old and the walls, ceiling, and floors could really use additional insulation to dampen the overall noise level.",Don't let them give you a first floor room!,,Audra,
12511,361 17TH Saint Atlantic Sta,"Hotels & Motels,Tourist Hotels,Boutique Hotels,restaurants",Atlanta,US,33.79156,-84.398014,Twelve Hotels & Residences,30363,GA,2006-04-04T05:00:00Z,2016-11-17T20:45:01Z,,,3.0,"The place is great, with excellent decor to go along with it. However the crowd was mature but not well diversed. It was lacking a certain presence of good looks!! Crowd stands somewhere between early 30's and onwards... Drinks are delicious, especially the pomegranate mojitos.",Somewhere in the middle...,,gavi1126,
3371,2855 Main St,Hotels,Irvine,US,33.67971,-117.83727900000001,Residence Inn By Marriott Irvine John Wayne Airport,92614,CA,2016-05-03T00:00:00Z,2016-10-30T21:45:19Z,,,5.0,"It was a good stop for our family of five on a vacation trip to SoCal. Having two rooms and separate bathrooms, plus a kitchen was perfect for our family.",Nice inn close to central Irvine.,,Robert,
9042,835 S Chestatee St,"Wedding Sites,Hotels,Hotels & Motels,Meeting Facilities",Dahlonega,US,34.52495,-83.97584,Holiday Inn Express Dahlonega,30533,GA,2016-02-05T00:00:00Z,2016-11-05T01:17:49Z,,,5.0,Great hotel! Staff was friendly. Room was up to date. Bed and pillows were comfortable! Bathroom was clean. Had Bath and Body Works for our complimentary soaps!,Would definately stay again!,Alabama,Kelsey,
30728,3005 Franklin Blvd,"Hotel, Conference Room, and Meeting Room South Eugene,Travel and Tourism,Extended Stay,Hotels,Hotel,Bed and Breakfast,Motels,Hotels and Lodging",Eugene,US,44.04401959,-123.0476193,Candlewood Suites Eugene Springfield,97403,OR,2016-06-27T00:00:00Z,2016-11-06T04:14:25Z,,,10.0,"Very nice staff, and the room was clean!",Relaxing,Wamboin,Polly,OR
35705,100 Paterson Plank Rd,Hotels,Carlstadt,US,40.832467,-74.08601,Holiday Inn Express Hotel and Suites Meadowlands Area,7072,NJ,2015-08-04T00:00:00Z,2016-10-29T19:07:01Z,,,4.0,"The hotel experience overall was lovely,but the pool size was more like the size of a hot tub. I didn't know a pool could be that small. Eatery was enjoyable. Staff kept the goodies well stocked. Room was comfortable. Bedding is to die for! The hotel is very close to the bus stop to go to NY. It is also close to restaurants and shopping and the neighborhood in case you want to explore.",NYC retreat,,Anika,
21730,18 Hematite Pl,"Hotels,Hotel",Healy,US,63.877674,-149.00726,Aspen Haus Bed and Breakfast,99743,AK,2014-09-28T00:00:00Z,2015-09-28T10:07:53Z,,,5.0,Staying at Aspen Haus BB was one of the best things about our 2 week vacation in Alaska. Thanks to the warm hospitality of the owner (who can beat freshly made baked goods that greet you daily!!) and the sincere concern for your comfort...our stay was awesome! Thank you so much for making us feel welcome in Alaska!,One of the Best Things About Our Trip,Jacksonville,LifeIsShort55,FL
24800,125 W 26th St,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels,Conference Room,Accommodations & Lodging,Hotel,Meeting Room,Motels",New York,US,40.74535,-73.99234399999999,Holiday Inn Manhattan 6th Ave - Chelsea,10001,G P O,2010-02-28T00:00:00Z,2017-03-24T20:49:20Z,,,,"Im at the bar, not w/ a hooker",,,John Poor,
13654,1100 Ingram Blvd/i 40,Hotels,West Memphis,US,35.160222999999995,-90.15817,Days Inn West Memphis,72301,AR,2016-04-08T00:00:00Z,2016-11-21T15:57:59Z,,,2.0,I was disappointed at the leaking and dirtiness of the whirlpool in our king suite (. It was cracked on the outside stains on the inside and it dripped (. There were stains cobwebs in the bathroom on the ceiling and walls (. The non smoking was a benefit ),Close to Southland Gray Hound Park,,Deanna,
5767,480 King St,"Hotels,Hotel",Alexandria,US,38.80474,-77.04455,"The Alexandrian, Autograph Collection",22314,VA,2013-06-28T00:00:00Z,2017-04-20T01:34:00Z,,,5.0,You can't beat Hotel Monaco for a night in Alexandria. Great hotel in a great location!,Best Alexandira Location,,A verified traveler,Virginia
11725,135 Route 28,Hotels,West Yarmouth,US,41.657447,-70.261804,Tidewater Inn,2673,Yarmouth,2016-03-21T00:00:00Z,2016-10-27T18:54:12Z,,,5.0,"We were staying in a hostel in Boston because we couldn't afford a hotel. The first night in the hostel, we knew we had to leave. It was terrible! At the last minute, we found the cheapest hotel that looked decent and booked it. It turned out to be the Tidewater and it became the favorite hotel of our entire... More",Such a wonderful hotel!,Warren,BaritoneJoe,MA
3372,2855 Main St,Hotels,Irvine,US,33.67971,-117.83727900000001,Residence Inn By Marriott Irvine John Wayne Airport,92614,CA,2015-09-22T00:00:00Z,2016-10-30T21:45:19Z,,,5.0,"Great Hotel, as in my past stays here. Spacious and comfy rooms, super Flat Screen TV set and Internet Service- WiFi- run flawlessly. Free internet, free parking and happy hour meals. Fantastic Hotel Staff. Will stay there again.",Irvine Business,,Jorge,
